ticker,company_name,ceo_name,ceo_title,tenure_duration,start_date,education,num_past_roles,num_highlights,linkedin_url,source,fetch_timestamp
BKNG,Booking Holdings Inc.,Mr. Glenn D. Fogel,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:56:32.486896
SCHW,SCHWAB CHARLES CORP,"Mr. Richard Andrew Wurster C.F.A., CFA, CMT","CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:56:39.974540
HDB,HDFC BANK LTD,Mr. Sashidhar  Jagdishan,"MD, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:56:47.394558
LRCX,LAM RESEARCH CORP,Mr. Timothy M. Archer,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:56:54.790603
SPGI,S&P Global Inc.,Ms. Martina L. Cheung,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:02.195869
BA,BOEING CO,Mr. Robert K. Ortberg,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:09.574033
GEV,GE Vernova Inc.,Mr. Scott L. Strazik,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:16.970632
AMAT,APPLIED MATERIALS INC /DE,Mr. Gary E. Dickerson,"President, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:24.359385
SONY,Sony Group Corp,Mr. Hiroki  Totoki,"President, CEO, Director & Representative Corporate Executive Officer",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:31.761684
INTC,INTEL CORP,Mr. Lip-Bu  Tan,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:39.134883
ISRG,INTUITIVE SURGICAL INC,Mr. David J. Rosa,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:46.495365
NEE,NEXTERA ENERGY INC,Mr. John W. Ketchum J.D.,"President, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:57:53.867351
UL,UNILEVER PLC,Mr. Fernando  Fernandez,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:01.244785
TJX,TJX COMPANIES INC /DE/,Mr. Ernie L. Herrman,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:08.606494
ACN,Accenture plc,Ms. Julie T. Spellman Sweet J.D.,CEO & Chairman,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:15.973611
SAN,"Banco Santander, S.A.",Mr. Hector Blas Grisi Checa,Group CEO & Executive Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:23.427084
ADBE,ADOBE INC.,Mr. Shantanu  Narayen,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:30.802235
SYK,STRYKER CORP,Mr. Kevin A. Lobo,"Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:38.232965
ARM,ARM HOLDINGS PLC /UK,Mr. Rene Anthony Andrada  Haas,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:45.606886
APH,AMPHENOL CORP /DE/,Mr. Richard Adam Norwitt J.D.,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:58:52.990673
AMGN,AMGEN INC,Mr. Robert A. Bradway,"Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:00.354534
BHP,BHP Group Ltd,"Mr. Mike P. Henry B.Sc., BSc (Chem)",CEO & Executive Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:08.086835
BSX,BOSTON SCIENTIFIC CORP,Mr. Michael F. Mahoney,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:15.715656
PGR,PROGRESSIVE CORP/OH/,Ms. Susan Patricia Griffith,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:23.431768
COF,CAPITAL ONE FINANCIAL CORP,Mr. Richard D. Fairbank,"Founder, Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:31.236296
ETN,Eaton Corp plc,Mr. Paulo Ruiz Sternadt,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:38.900177
LOW,LOWES COMPANIES INC,Mr. Marvin R. Ellison,"President, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:46.707280
SPOT,Spotify Technology S.A.,Mr. Daniel G. Ek,"Founder, CEO & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T21:59:54.272716
KLAC,KLA CORP,Mr. Richard P. Wallace,"President, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:02.171062
GILD,"GILEAD SCIENCES, INC.",Mr. Daniel P.  O'Day,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:09.707728
TTE,TotalEnergies SE,Mr. Patrick  Pouyanne,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:17.431655
PANW,Palo Alto Networks Inc,Mr. Nikesh  Arora C.F.A.,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:25.245576
PFE,PFIZER INC,"Dr. Albert  Bourla D.V.M., Ph.D.",Chairman of the Board & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:32.946544
DHR,DANAHER CORP /DE/,Mr. Rainer M. Blair,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:40.590255
HON,HONEYWELL INTERNATIONAL INC,Mr. Vimal M. Kapur,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:48.416021
UNP,UNION PACIFIC CORP,Mr. Vincenzo James Vena,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:00:56.141507
TD,TORONTO DOMINION BANK,Mr. Leovigildo  Salom Jr.,"Group Head, U.S. Retail, TD Bank Group & President and CEO, TD Bank, America's Most Convenient Bank",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:03.864587
MELI,MERCADOLIBRE INC,Mr. Marcos  Eduardo Galperín,"Co-Founder, Chairman, CEO & President",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:11.922791
DE,DEERE & CO,Mr. John C. May II,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:19.702536
UBS,UBS Group AG,Mr. Sergio P. Ermotti,Group CEO & President of the Group Executive Board,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:27.539717
KKR,KKR & Co. Inc.,Mr. Joseph Y. Bae,Co-CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:35.319000
CRWD,"CrowdStrike Holdings, Inc.",Mr. George R. Kurtz,"Co-Founder, President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:44.044673
HOOD,"Robinhood Markets, Inc.",Mr. Vladimir  Tenev,"Co-Founder, President, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:51.700072
MDT,Medtronic plc,Mr. Geoffrey Straub Martha,Chairman of the Board & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:01:59.559855
SNY,Sanofi,Mr. Paul  Hudson,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:07.455423
ADI,ANALOG DEVICES INC,Mr. Vincent T. Roche,CEO & Chair of the Board of Directors,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:15.010554
COP,CONOCOPHILLIPS,Mr. Ryan M. Lance,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:22.597433
BUD,Anheuser-Busch InBev SA/NV,Mr. Michel Dimitrios  Doukeris,Chief Executive Officer,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:30.215384
ADP,AUTOMATIC DATA PROCESSING INC,Ms. Maria  Black,"President, CEO & DIrector",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:38.021365
IBKR,"Interactive Brokers Group, Inc.",Mr. Milan  Galik,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:45.654048
DASH,"DoorDash, Inc.",Not found,Not found,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:53.362291
CMCSA,COMCAST CORP,Mr. Brian L. Roberts,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:02:58.537731
BTI,British American Tobacco p.l.c.,Mr. Tadeu Luiz Marroco,"CEO, Member of Management Board & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:06.216730
LMT,LOCKHEED MARTIN CORP,Mr. James D. Taiclet Jr.,"Chairman, President & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:13.793617
WELL,WELLTOWER INC.,Mr. Shankh S. Mitra,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:21.370755
CB,Chubb Ltd,Mr. Evan G. Greenberg,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:29.120349
MO,"ALTRIA GROUP, INC.",Mr. William F. Gifford Jr.,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:37.052582
BBVA,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",Mr. Onur  Genc,CEO & Executive Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:44.831818
SNPS,SYNOPSYS INC,Mr. Sassine  Ghazi,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:03:52.684596
RIO,RIO TINTO PLC,"Mr. Simon C. Trott BSc(Hon), GAICD, GradDipFin",CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:00.530364
SMFG,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",Mr. Toru  Nakashima,"President, Group CEO, Representative Corporate Executive Officer & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:08.154818
ENB,ENBRIDGE INC,Mr. Gregory Lorne Ebel,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:15.907748
IBN,ICICI BANK LTD,Mr. Sandeep  Bakhshi B.E.,"MD, CEO & Executive Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:23.736412
SE,Sea Ltd,Mr. Xiaodong  Li,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:31.435800
PLD,"Prologis, Inc.",Mr. Hamid R. Moghadam,"Co-Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:39.200125
CEG,Constellation Energy Corp,Mr. Joseph  Dominguez,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:46.918637
BN,BROOKFIELD Corp /ON/,Mr. James Bruce Flatt,"Managing Partner, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:04:54.670145
VRTX,VERTEX PHARMACEUTICALS INC / MA,"Dr. Reshma  Kewalramani FASN, M.D.","CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:02.360502
NKE,"NIKE, Inc.",Mr. Elliott J. Hill,"CEO, President & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:10.018627
SO,SOUTHERN CO,Mr. Christopher C. Womack,"CEO, President & Chairman",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:17.602580
HCA,"HCA Healthcare, Inc.",Mr. Samuel N. Hazen,CEO & Director,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:25.291649
MMC,"MARSH & MCLENNAN COMPANIES, INC.",Mr. John Quinlan Doyle,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:32.907181
SCCO,SOUTHERN COPPER CORP/,Engineer Oscar  Gonzalez Rocha,"President, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:40.726200
RBLX,Roblox Corp,Mr. David  Baszucki,"Founder, President, CEO & Chairman of the Board",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:48.373489
CME,CME GROUP INC.,Mr. Terrence A. Duffy,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:05:55.941564
SBUX,STARBUCKS CORP,Mr. Brian R. Niccol,Chairman & CEO,Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:06:03.787267
ICE,"Intercontinental Exchange, Inc.",Mr. Jeffrey C. Sprecher,"Founder, Chairman & CEO",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:06:11.341874
NTES,"NetEase, Inc.",Mr. Lei  Ding,"Founder, CEO & Director",Not found,Not found,Not found,0,0,Not found,yfinance + LinkedIn,2025-10-10T22:06:19.076463
